employee_count,total_funding_usd,employee_growth_pct,active_job_openings,glassdoor_reviews_count,layoff_flag,ai_roles_focus,tier2_expansion,funding_ordinal,hiring_pressure,log_funding,funding_per_empl,startup_age,review_density,growth_x_ai,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,remote_On-site,remote_Remote,sec_AgriTech,sec_Climate Tech,sec_D2C,sec_DeepTech,sec_DevTools,sec_EdTech,sec_FinTech,sec_HR Tech,sec_HealthTech,sec_Logistics,sec_Robotics,sec_SaaS,sec_Semiconductor,sec_SpaceTech,city_Bengaluru,city_Chennai,city_Delhi,city_Gurugram,city_Hyderabad,city_Indore,city_Jaipur,city_Kochi,city_Mumbai,city_Nagpur,city_Noida,city_Other,city_Pune,city_Surat,role_ai,role_architect,role_backend,role_designer,role_embedded,role_embedded sw,role_eng,role_eng systems,role_engineer,role_growth,role_hardware,role_hardware eng,role_lead,role_manager,role_ml,role_ml eng,role_ops,role_pm,role_pm ops,role_product,role_product designer,role_robotics,role_robotics eng,role_sales,role_scientist,role_sw,role_swe,role_swe pm,role_systems,role_systems eng
-0.5888483532662059,1.1604639506183563,-0.9792342451206747,-0.22440947637903128,-0.29206712673677493,0.0,-0.671847311425279,-0.6453143380561521,0.7628221101599598,0.6630201408519053,0.7528704376865124,-0.08559194362075222,-1.157559575034107,-0.19504343503776952,-0.9558001312386727,0.013318340142308704,0.2115393406741982,0.6543384155287506,-0.19456794753539475,0.2141982037238641,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355495296921714,0.0,0.0,0.0,0.0,0.6669157057292654,0.0,0.0,0.11912317499656228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1972256166882598,-0.1474989796459002,-0.21993656694029975,-0.6325327121943648,-0.7722432496085792,0.0,-0.671847311425279,1.549632390025998,-0.6670225199430577,2.3520561794249577,0.4934086886005933,0.5165425179483858,-1.157559575034107,-0.03696082184085769,-0.4827734848837561,-0.6109788540284802,0.4197473531488049,1.0431312946307987,-0.6112016681679323,0.005834192319327308,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6058978680197145,0.0,0.0,0.0,0.5305672630615649,0.0,0.0,0.0,0.0,0.0,0.5851691562552918,0.0,0.0,0.0,0.0,0.0,0.0,0.09467423865019778,0.0,0.0,0.0
-0.45848179681862294,1.1604639506183563,-0.21993656694029975,0.008803801229730755,-1.0123313110444814,0.0,-0.671847311425279,1.549632390025998,-0.6670225199430577,0.9071665166726931,0.7528704376865124,-0.13664088065743876,-1.5135127038883833,-0.3203255060227715,-0.4827734848837561,-1.0271769834756734,0.003331328199593323,1.2375277341818245,-0.40288480785166353,-0.2025298190852095,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.6058924362651592,0.0,0.0,0.0,0.0,0.0,0.5851639103295379,0.0,0.0,0.0,0.0,0.5305625066309846,0.0,0.0,0.09476803407247167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8061259473455109,-0.27829527267232584,-0.719474513111599,-0.45762275398779334,-1.1323753417624323,0.0,-0.671847311425279,-0.6453143380561521,-0.6670225199430577,0.6444593052631902,0.4338264016125474,-0.015620490671184642,-1.157559575034107,-0.3000851714383491,-0.7939752259067275,-1.235276048199269,-0.4130846967496183,0.4599419759777248,-0.8195185284842011,-0.6192578418942822,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7255558434545417,0.6774623655962737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12088614986700906,0.0,0.0,0.0
-1.240681135504121,3.253204639041167,1.1787696823393383,-0.7491393509987458,-0.532155188172677,0.0,1.4884334327074509,-0.6453143380561521,-0.6670225199430577,1.9785193632020712,0.9107185017084861,0.8028681534861652,-1.157559575034107,0.11852174837584176,2.2558018361183927,0.4295164695895019,1.0443713905726213,1.4319241737328485,1.0553332143622172,1.0476542493420113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4112470883576862,0.0,0.4112470883576862,0.39717768358096034,0.0,0.0,0.0,0.0,0.39717768358096034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39717768358096034,0.4293857058552278,0.0,0.0,0.0,0.0,0.0,0.06425918796285932,0.0,0.0,0.0
-1.284136654319982,-0.6706841517516028,-1.0191972808143785,-0.8657459898031269,-0.652199218890628,0.0,-0.671847311425279,-0.6453143380561521,-1.3819448349945664,1.4982577423440742,-2.65506202761003,-0.5280160646053691,-0.8016064461798305,0.13389914543024053,-0.9806962705205104,1.0538136637602908,0.8361633780980164,0.8487348550797746,0.6386994937296795,0.8392902379374736,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.5281109299367861,0.0,0.0,0.0,0.4266771497582454,0.0,0.5100434307358404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281109299367861,0.0,0.0,0.0,0.0,0.0,0.0
-0.9364925037930939,0.04869545989373827,-0.6195669238773391,-0.5159260733899839,-0.8922872803265303,0.0,1.4884334327074509,-0.6453143380561521,0.04789979510845105,0.9859786800955438,0.559364147250029,0.11184819044032927,-0.8016064461798305,-0.21875582701730628,0.015149300752998234,-0.8190779187520768,0.4197473531488049,1.6263206132838741,0.22206577309714193,0.4225622151284,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3291199826059509,0.3436362713391482,0.0,0.0,0.3291199826059509,0.0,0.4502183506132162,0.3436362713391482,0.0,0.0,0.0,0.0,0.0,0.0,0.3436362713391482,0.3436362713391482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3291199826059509,0.0
-1.1537700978723988,-0.4090915656987515,-0.9192896915801188,-0.6908360315965554,-0.7722432496085792,0.0,1.4884334327074509,-0.6453143380561521,0.04789979510845105,1.4982577423440742,0.3498498948503745,0.3692214005668265,-0.8016064461798305,-0.07523345450958371,-0.3582927884745675,0.2214174048659053,0.6279553656234098,1.0431312946307987,0.013748912780874065,0.4225622151284,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.6303375096043969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38816060593062723,0.38816060593062723,0.0,0.0,0.0,0.0,0.0,0.38816060593062723,0.38816060593062723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.023403541424816,-0.304454531277611,-0.819382102345859,-0.8074426704009364,-0.412111157454726,0.0,-0.671847311425279,1.549632390025998,0.04789979510845105,0.020529678165621318,0.4195371801599432,0.17817271276080832,-0.445653317325554,-0.05536112600851442,-0.8562155741113219,0.6376155343130976,0.6279553656234098,0.6543384155287506,-0.19456794753539475,0.4225622151284,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.6284494273431563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778504465975828,0.0,0.0,0.0,0.0,0.0
-1.3275921731358429,-0.47448971221196434,-1.1191048700486386,-0.9240493092053174,-1.1323753417624323,0.0,-0.671847311425279,-0.6453143380561521,-0.6670225199430577,1.4982577423440742,0.29026762512161597,0.9377285672426366,-0.8016064461798305,-0.06088121725881149,-1.0429366187251048,-0.19478072458128698,0.8361633780980164,1.4319241737328485,-0.40288480785166353,0.4225622151284,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.8072935068738532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5901501450981064,0.0,0.0,0.0,0.0,0.0
